"2018-01-03 20:58:05","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:07","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:08","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:10","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:11","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:13","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:15","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:16","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:18","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:19","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:21","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:22","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:24","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:25","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:27","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:29","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:30","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:32","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:34","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:35","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:36","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:38","0.01","0","0","0","0","0","0","0"
"2018-01-03 20:58:41","0","0","0","0","0","0","0","0.13"
"2018-01-03 20:58:43","0","0","0","0","0.03","0","0","0"
"2018-01-03 20:58:45","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:46","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:48","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:52","0","0","0","0","0","0","0","0"
"2018-01-03 20:58:54","0","0","0.2","0","0.11","0.13","0","0"
"2018-01-03 20:58:55","0","0","0.25","0","0.62","0.24","0","0"
"2018-01-03 20:58:57","0","0","0.25","0","0.62","0.24","0","0"
"2018-01-03 20:58:58","0","0","0.09","0","0.13","0.13","0","0"
"2018-01-03 20:59:00","0","0","0.12","0","0.08","0.07","0","0"
"2018-01-03 20:59:01","0","0","0.07","0","0.08","0.07","0","0"
"2018-01-03 20:59:03","0","0","0.71","0","0.24","0.24","0","0"
"2018-01-03 20:59:04","0.58","0.46","0.15","0","0.08","0.07","0","0"
"2018-01-03 20:59:06","0.47","0.35","0.36","0","0.13","0.13","0","0"
"2018-01-03 20:59:07","0.42","0.35","0.17","0","0.7","0.24","0","0"
"2018-01-03 20:59:09","0.42","0.29","0.23","0","0.59","0.24","0","0"
"2018-01-03 20:59:11","0.39","0.29","0.52","0","0.4","0.24","0","0"
"2018-01-03 20:59:12","0.39","0.29","0.12","0","0.11","0.07","0","0"
"2018-01-03 20:59:14","0.39","0.29","0.44","0","0.27","0.24","0","0"
"2018-01-03 20:59:16","0.39","0.29","0.63","0","0.32","0.24","0","0"
"2018-01-03 20:59:18","0.39","0.29","0.36","0","0.11","0.13","0","0"
"2018-01-03 20:59:21","0.39","0.35","0.12","0","0.65","0.24","0","0"
"2018-01-03 20:59:22","0.39","0.29","0.25","0","0.62","0.24","0","0"
"2018-01-03 20:59:24","0.39","0.29","0.07","0","0.08","0.07","0","0"
"2018-01-03 20:59:25","0.39","0.29","0.12","0","0.05","0.07","0","0"
"2018-01-03 20:59:27","0.39","0.29","0.12","0","0.05","0.13","0","0"
"2018-01-03 20:59:29","0.39","0.29","0.12","0","0.05","0.13","0","0"
"2018-01-03 20:59:30","0.39","0.29","0.15","0","0.13","0.13","0","0"
"2018-01-03 20:59:32","0.42","0.29","0.17","0","0.38","0.24","0","0"
"2018-01-03 20:59:33","0.39","0.29","0.12","0","0.11","0.13","0","0"
"2018-01-03 20:59:35","0.44","0.29","0.15","0","0.11","0.13","0","0"
"2018-01-03 20:59:36","0.44","0.29","0.12","0","0.13","0.13","0","0"
"2018-01-03 20:59:38","0.42","0.29","0.09","0","0.11","0.13","0","0"
"2018-01-03 20:59:39","0.42","0.29","0.09","0","0.16","0.13","0","0"
"2018-01-03 20:59:41","0.44","0.29","0.17","0","0.38","0.24","0","0"
"2018-01-03 20:59:42","0.44","0.29","0","0","0","0","0","0"
"2018-01-03 20:59:44","0.47","0.29","0","0","0","0","0","0.01"
"2018-01-03 20:59:45","0.47","0.29","0","0","0","0","0","0"
"2018-01-03 20:59:47","0.44","0.29","0","0","0.27","0","0","0"
"2018-01-03 20:59:49","0.47","0.29","0","0","0.05","0","0","0"
"2018-01-03 20:59:50","0.5","0.29","0","0","0.03","0","0","0"
"2018-01-03 20:59:52","0.44","0.29","0","0","0.05","0","0","0"
"2018-01-03 20:59:53","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 20:59:55","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 20:59:56","0.44","0.29","0","0","0.03","0","0","0"
"2018-01-03 20:59:58","0.44","0.29","0","0","0.03","0","0","0"
"2018-01-03 20:59:59","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 21:00:01","0.47","0.29","0","0","0","0","0","0"
"2018-01-03 21:00:03","0.5","0.29","0","0","0.03","0","0","0"
"2018-01-03 21:00:04","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 21:00:06","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 21:00:07","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 21:00:09","0.47","0.29","0","0","0.03","0","0","0"
"2018-01-03 21:00:10","0.44","0.29","0","0","0","0","0","0"
"2018-01-03 21:00:12","0.58","0.29","0","0.02","0.03","0","0","0"
"2018-01-03 21:00:13","0.55","0.29","0","0.02","0","0","0","0"
"2018-01-03 21:00:15","0.55","0.29","0","0.02","0.03","0","0","0"
"2018-01-03 21:00:16","0.58","0.29","0","0.02","0.03","0","0","0"
"2018-01-03 21:00:18","0.55","0.29","0","0.02","0.03","0","0","0"
"2018-01-03 21:00:19","0.55","0.29","0","0.02","0.03","0","0","0"
"2018-01-03 21:00:21","0.55","0.29","0","0.02","0.03","0","0","0"
"2018-01-03 21:00:22","0.58","0.29","0","0.02","0.03","0","0","0"
